"Virtual Machine","Status","Target","Replication Server","Protection Group","Configured Disks","Auto-replicate New Disks","Managed By","Quiescing","Network Compression","Encryption","Datastore","Storage Policy","Last Instance Sync Point","Last Sync Duration","Last Sync Size","Lag Time","RPO","Current RPO Violation","Points In Time"
"BMAS_FDS-APJ_APP_CBR-98","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","2 minutes and 16 seconds","375.56 MB","1 hour, 16 minutes and 32 seconds","8 hours","0 seconds","Disabled"
"BMAS_FDS-APJ_ETL_DB_CBR.99","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","48 seconds","10.27 MB","3 seconds","5 minutes","0 seconds","Disabled"
"BMAS_PAC_APPS_37_DC","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","41 seconds","847.14 MB","1 hour, 35 minutes and 5 seconds","8 hours","0 seconds","Disabled"
"BMAS_PAC_COB_45_DC","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","0 seconds","3.77 MB","2 hours, 16 minutes and 51 seconds","8 hours","0 seconds","Disabled"
"BMAS_PAC_DB_19_DC","Incremental Sync","192.168.191.26","FDS-VREP-RMP-26","","7 of 7","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","2 minutes and 47 seconds","453.77 MB","1 minute and 19 seconds","5 minutes","0 seconds","Disabled"
"BMAS_PAC_DB_SLAVE_22_DC","Incremental Sync","192.168.191.26","FDS-VREP-RMP-26","","8 of 8","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","36 seconds","708.6 MB","1 minute and 55 seconds","5 minutes","0 seconds","Disabled"
"BMAS_PAC_EDC_46_DC","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","1 second","1.34 MB","4 hours, 17 minutes and 6 seconds","8 hours","0 seconds","Disabled"
"BMAS_PAC_FTP_62_DC","OK","192.168.191.26","FDS-VREP-RMP-26","","6 of 6","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","2 hours, 5 minutes and 45 seconds","196.89 GB","5 hours, 1 minute and 33 seconds","8 hours","0 seconds","Disabled"
"BMAS_PAC_IACSS_36_DC","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","4 seconds","53.9 MB","43 minutes and 29 seconds","8 hours","0 seconds","Disabled"
"BMAS_PAC_IGATE_35_DC","OK","192.168.191.26","FDS-VREP-RMP-26","","4 of 4","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","8 minutes and 57 seconds","3.32 GB","29 minutes and 13 seconds","8 hours","0 seconds","Disabled"
"BMAS_PAC_LAKUPANDAI_38_DC","Not Active (RPO Violation)","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Apr 28, 2026","2 seconds","3.9 MB","1241 hours, 47 minutes and 37 seconds","8 hours","1161 hours and 39 minutes","Disabled"
"BMAS_PAC_LOS_59_DC","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","3 seconds","848 KB","1 minute and 19 seconds","8 hours","0 seconds","Disabled"
"BMAS_PAC_MIDSERVICE_43","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","6 seconds","135.63 MB","1 hour, 49 minutes and 55 seconds","8 hours","0 seconds","Disabled"
"BMAS_PAC_RECONCILE_61_DC","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","2 seconds","3.95 MB","4 minutes and 50 seconds","8 hours","0 seconds","Disabled"
"BMAS_PAC_SCANNER_114_DC","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","6 seconds","18.69 MB","4 minutes and 32 seconds","8 hours","0 seconds","Disabled"
"BMAS_PAC_SSL_3_DC","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","2 seconds","15.49 MB","2 hours, 40 minutes and 34 seconds","8 hours","0 seconds","Disabled"
"BMAS_PAC_WEBADMIN_51_DC","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","6 seconds","22.06 MB","40 minutes and 53 seconds","8 hours","0 seconds","Disabled"
"BMAS_PAC_WSO2_42_DC","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","1 minute and 59 seconds","1.82 MB","1 hour, 25 minutes and 12 seconds","8 hours","0 seconds","Disabled"
"DWH-KLSL-BUCKET.167","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","5 seconds","20.93 MB","2 hours, 52 minutes and 59 seconds","8 hours","0 seconds","Disabled"
"DWH-KLSL-DB-DM.165","Incremental Sync (RPO Violation)","192.168.191.26","FDS-VREP-RMP-26","","6 of 6","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","8 minutes and 29 seconds","2.93 GB","10 minutes and 45 seconds","5 minutes","3 minutes","Disabled"
"DWH-KLSL-DB.164","Incremental Sync","192.168.191.26","FDS-VREP-RMP-26","","11 of 11","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","25 seconds","94.43 MB","?","5 minutes","0 seconds","Disabled"
"DWH-KLSL-ENGINE.166","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","49 seconds","48.89 MB","3 hours, 41 minutes and 59 seconds","8 hours","0 seconds","Disabled"
"DWH-KLSL-MANAGER.162.","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","2 minutes and 7 seconds","383.32 MB","2 hours, 10 minutes and 5 seconds","8 hours","0 seconds","Disabled"
"DWH-KLSL-REPORT.163","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","9 seconds","228.06 MB","2 hours, 34 minutes and 40 seconds","8 hours","0 seconds","Disabled"
"FDBG_FDS_T24_CHN1-134","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","7 seconds","41.36 MB","8 minutes and 12 seconds","1 hour","0 seconds","Disabled"
"FDBG_FDS_T24_CHN2-135","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","2 minutes and 8 seconds","82.2 MB","22 minutes and 13 seconds","1 hour","0 seconds","Disabled"
"FDBG_FDS_T24_LB-143","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","4 seconds","20.12 MB","31 minutes and 52 seconds","1 hour","0 seconds","Disabled"
"FDBG_FDS_T24_SIGVER-144","OK","192.168.191.26","FDS-VREP-RMP-26","","9 of 9","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","45 seconds","558.55 MB","11 minutes and 12 seconds","30 minutes","0 seconds","Disabled"
"FDBG_FDS_T24_SWFLOS-145","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","4 seconds","11.79 MB","22 minutes and 34 seconds","1 hour","0 seconds","Disabled"
"FDBG_FDS_T24_TAFJ1-130","OK","192.168.191.26","FDS-VREP-RMP-26","","4 of 4","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","37 seconds","59.46 MB","20 minutes and 14 seconds","30 minutes","0 seconds","Disabled"
"FDBG_FDS_T24_TAFJ2-131","OK","192.168.191.26","FDS-VREP-RMP-26","","3 of 3","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","1 minute and 1 second","13.08 MB","10 seconds","30 minutes","0 seconds","Disabled"
"FDBG_FDS_T24_WEB-138","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","2 seconds","1.38 MB","5 minutes and 4 seconds","1 hour","0 seconds","Disabled"
"FDBG_PAC_ELK-126-old","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","4 seconds","4.71 MB","3 hours, 59 minutes and 11 seconds","8 hours","0 seconds","Disabled"
"FDBG_PAC_LOS_KPT-69","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","2 seconds","16.27 MB","4 hours, 16 minutes and 33 seconds","8 hours","0 seconds","Disabled"
"FDBG_PAC_LOS_MULTICORE-68","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","2 seconds","3.82 MB","1 minute and 55 seconds","8 hours","0 seconds","Disabled"
"FDBG_PAC_LOS_MULTICORE_FTP-6","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","2 minutes and 8 seconds","14.88 MB","2 hours, 40 minutes and 17 seconds","8 hours","0 seconds","Disabled"
"FDBG_PAC_VICALL_OOB","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","7 seconds","16.07 MB","44 minutes and 11 seconds","8 hours","0 seconds","Disabled"
"FDBG_PAC_Xforce_ELK.","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","11 minutes and 47 seconds","13.5 GB","2 hours, 5 minutes and 3 seconds","8 hours","0 seconds","Disabled"
"FDBG_PAC_Xforce_web","OK","192.168.191.26","FDS-VREP-RMP-26","","4 of 4","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","26 seconds","641.65 MB","53 minutes and 11 seconds","8 hours","0 seconds","Disabled"
"GANESHA-ADMIN-PROXY-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","7 seconds","38.48 MB","8 minutes and 11 seconds","8 hours","0 seconds","Disabled"
"GANESHA-CACHE-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","36 seconds","442.05 MB","31 minutes and 55 seconds","8 hours","0 seconds","Disabled"
"GANESHA-CTL-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","25 seconds","296.42 MB","14 minutes and 5 seconds","8 hours","0 seconds","Disabled"
"GANESHA-DB-NEW","Incremental Sync","192.168.191.26","FDS-VREP-RMP-26","","3 of 3","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","3 seconds","13 MB","?","5 minutes","0 seconds","Disabled"
"GANESHA-DB-SLAVE-NEW","Incremental Sync","192.168.191.26","FDS-VREP-RMP-26","","3 of 3","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","2 seconds","11.02 MB","?","5 minutes","0 seconds","Disabled"
"GANESHA-ELK-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","5 minutes and 34 seconds","3.97 GB","16 minutes and 48 seconds","8 hours","0 seconds","Disabled"
"GANESHA-MGATE-PROXY-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","2 seconds","39.52 MB","40 minutes and 35 seconds","8 hours","0 seconds","Disabled"
"GANESHA-SSL-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","6 seconds","115.82 MB","28 minutes and 48 seconds","8 hours","0 seconds","Disabled"
"GANESHA-WEB-TELLER-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","12 seconds","153.72 MB","53 minutes and 10 seconds","8 hours","0 seconds","Disabled"
"GANESHA-WN-1-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","26 seconds","545.96 MB","1 hour, 13 minutes and 53 seconds","8 hours","0 seconds","Disabled"
"GANESHA-WN-2-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","1 minute and 58 seconds","350.69 MB","2 hours, 33 minutes and 55 seconds","8 hours","0 seconds","Disabled"
"GANESHA-WN-3-NEW","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Disabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","30 seconds","494.14 MB","4 hours, 5 minutes and 8 seconds","8 hours","0 seconds","Disabled"
"PDSB-CONTROL-PLANE","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","42 seconds","765.39 MB","3 hours, 2 minutes and 9 seconds","8 hours","0 seconds","Disabled"
"PDSB-ELK","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","20 seconds","560.61 MB","7 minutes and 41 seconds","1 hour","0 seconds","Disabled"
"PDSB-IBB","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","0 seconds","5.98 MB","1 hour, 16 minutes and 49 seconds","8 hours","0 seconds","Disabled"
"PDSB-IBB-ADM","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","1 minute and 59 seconds","2.49 MB","4 minutes and 14 seconds","8 hours","0 seconds","Disabled"
"PDSB-IBMB","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","20 seconds","472.18 MB","2 hours, 22 minutes and 37 seconds","8 hours","0 seconds","Disabled"
"PDSB-IBMB-ADM","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","2 seconds","12.82 MB","2 hours, 26 minutes and 8 seconds","8 hours","0 seconds","Disabled"
"PDSB-MGATE","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","16 seconds","191.12 MB","19 minutes and 48 seconds","8 hours","0 seconds","Disabled"
"PDSB-PGSQL","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","21 seconds","8.21 MB","?","5 minutes","0 seconds","Disabled"
"PDSB-PGSQL-SLAVE","Incremental Sync","192.168.191.26","FDS-VREP-RMP-26","","4 of 4","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","3 seconds","720 KB","?","5 minutes","0 seconds","Disabled"
"PDSB-PROXY-ADM","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","2 seconds","12.37 MB","3 hours, 20 minutes and 8 seconds","8 hours","0 seconds","Disabled"
"PDSB-PROXY-MGATE","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","4 seconds","2.85 MB","1 minute and 19 seconds","8 hours","0 seconds","Disabled"
"PDSB-REDIS","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","4 seconds","29.38 MB","4 hours, 31 minutes and 39 seconds","8 hours","0 seconds","Disabled"
"PDSB-SSL","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","1 second","8.43 MB","4 hours, 13 minutes and 55 seconds","8 hours","0 seconds","Disabled"
"PDSB-VCALL","OK","192.168.191.26","FDS-VREP-RMP-26","","1 of 1","Enabled","VR","Disabled","Enabled","Disabled","vsanmasinaRMP","Datastore Default","Jun 19, 2026","2 minutes and 12 seconds","103.14 MB","52 minutes and 17 seconds","8 hours","0 seconds","Disabled"
"VFDS-KLCVNAPP-082","OK","192.168.191.26","FDS-VREP-RMP-26","","19 of 19","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","2 minutes and 9 seconds","525.42 MB","9 minutes and 44 seconds","30 minutes","0 seconds","Disabled"
"VFDS-KLCVNCHN-087","OK","192.168.191.26","FDS-VREP-RMP-26","","6 of 6","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","22 seconds","240.84 MB","19 minutes and 59 seconds","1 hour","0 seconds","Disabled"
"VFDS-KLCVNCHN-115","OK","192.168.191.26","FDS-VREP-RMP-26","","6 of 6","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","12 seconds","210.11 MB","37 minutes and 32 seconds","1 hour","0 seconds","Disabled"
"VFDS-KLCVNCHN-116","OK","192.168.191.26","FDS-VREP-RMP-26","","6 of 6","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","2 minutes and 1 second","223.33 MB","10 minutes and 2 seconds","1 hour","0 seconds","Disabled"
"VFDS-KLCVNNGX-098","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","4 seconds","11.27 MB","25 minutes and 47 seconds","1 hour","0 seconds","Disabled"
"VFDS-KLCVNWEB-091","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","2 seconds","1.13 MB","?","1 hour","0 seconds","Disabled"
"VFDS-KLSIGVER-114","OK","192.168.191.26","FDS-VREP-RMP-26","","18 of 18","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","3 minutes and 23 seconds","2.07 GB","29 minutes and 37 seconds","1 hour","0 seconds","Disabled"
"VFDS-KLSURNGX-100","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","6 seconds","1.3 MB","8 minutes and 17 seconds","1 hour","0 seconds","Disabled"
"VFDS-KLSYHAPP-083","OK","192.168.191.26","FDS-VREP-RMP-26","","8 of 8","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","2 minutes and 5 seconds","118.37 MB","10 minutes and 8 seconds","30 minutes","0 seconds","Disabled"
"VFDS-KLSYHCHN-088","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","1 minute and 29 seconds","193.87 MB","15 minutes and 32 seconds","1 hour","0 seconds","Disabled"
"VFDS-KLSYHCHN-120","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","13 seconds","96.29 MB","4 minutes and 37 seconds","1 hour","0 seconds","Disabled"
"VFDS-KLSYHNGX-099","OK","192.168.191.26","FDS-VREP-RMP-26","","2 of 2","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","2 seconds","4.3 MB","14 minutes and 2 seconds","1 hour","0 seconds","Disabled"
"VFDS-KLSYHWEB-092","OK","192.168.191.26","FDS-VREP-RMP-26","","5 of 5","Enabled","VR","Disabled","Enabled","Disabled","vsanDatastore-RMP","Datastore Default","Jun 19, 2026","45 seconds","696 KB","5 minutes and 55 seconds","1 hour","0 seconds","Disabled"
"VFDS_RHEL6.3_R10_CCBI-PROD_WEB_109","OK","192.168.191.26","FDS-VREP-RMP-26","","3 of 3","Enabled","VR","Disabled","Enabled","Disabled","datastore_ssd_bwk_rmp_5","Datastore Default","Jun 19, 2026","1 minute and 9 seconds","2.06 MB","27 minutes and 22 seconds","1 hour","0 seconds","Disabled"
